event_id,spatial_group,dist_to_facility,facility_category_encoded,peak_frp_mw,mean_frp_mw,frp_variance,max_brightness_k,duration_hours,day_night_ratio,historical_active_days_90d,historical_peak_frp,pct_cropland,pct_forest,pct_urban,is_industrial_zone,label,tier,label_source
HARD-NEG-AGRI-086,neg_plant_cluster_10,2623.4786166153067,83.0,21.808666508577268,21.520233088681984,2.526699461081198,338.8580193557967,1.1048819601432336,0.8745483914298556,0.0,0.0,0.7828531595861986,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-087,neg_plant_cluster_11,2354.979328555317,67.0,23.646515475325494,22.97305487017535,5.084850443299172,332.6492002738517,2.548946190251397,0.917792290194856,0.0,0.0,0.8927564909710651,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-088,neg_plant_cluster_12,2559.2018687012155,12.0,13.342714099088404,19.447406363877526,7.7894456563409475,321.9663808544045,3.1987237198237053,0.9075836832059816,0.0,0.0,0.8587105722227977,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-089,neg_plant_cluster_13,2575.5330663149125,67.0,20.82832862901568,12.493619149001738,5.325828895731022,336.916474104279,2.581152822210015,0.8750096139990075,0.0,0.0,0.9257258230746876,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-090,neg_plant_cluster_14,1589.0167033695177,45.0,31.71067007457969,20.349138646939675,2.699285756124892,324.35166203386643,1.2454674194433972,0.9615919438859016,0.0,0.0,0.7567064869471559,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-091,neg_plant_cluster_0,1767.7352436911597,45.0,19.31342610105674,19.601976420922565,1.9922824457901027,331.09444054453786,1.636464696670747,0.9185500328922518,0.0,0.0,0.8707915744145025,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-092,neg_plant_cluster_1,1605.4920339100725,83.0,8.647440247811987,8.043530695118113,10.972662241699462,336.6010960963822,2.423442898655892,0.954092266670065,0.0,0.0,0.8585448886695192,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-093,neg_plant_cluster_2,1004.3177413766866,12.0,29.630763662081428,24.09964548040861,5.466601729088879,321.8205294908996,1.770790587261449,0.8931894424713589,0.0,0.0,0.8729900526305309,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-094,neg_plant_cluster_3,2588.445781223116,83.0,19.682549045418448,16.45199317956225,0.7625976654021873,341.16371726832455,3.296354847450837,0.9347699775383812,0.0,0.0,0.8893301647753784,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-095,neg_plant_cluster_4,2613.9985148255096,83.0,24.19238354063563,19.967426707434235,5.929312860946119,317.0676461810166,0.7319631964663618,0.8656370449077714,0.0,0.0,0.9180879263960846,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-096,neg_plant_cluster_5,2585.646875813711,12.0,7.510379421063413,24.66650637717136,12.664022253466044,318.739880436098,3.262525647852117,0.9804844543093192,0.0,0.0,0.8537676114252144,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-097,neg_plant_cluster_6,1819.0610457878304,12.0,15.758476649952014,19.373492340552357,3.480907221446744,338.6336966614348,2.3111645951904167,0.8671400950083531,0.0,0.0,0.8329009168407255,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-098,neg_plant_cluster_7,2472.4435374710965,45.0,14.7367258253448,10.63297044171701,11.193768097591352,328.5665382266942,1.173814468819946,0.917865927419904,0.0,0.0,0.77817140407596,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-099,neg_plant_cluster_8,823.3287676149359,67.0,9.13091284026719,3.74534152542509,5.016360981424983,338.4148712263826,1.3327615178882544,0.8830145821121645,0.0,0.0,0.7925361568682452,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-100,neg_plant_cluster_9,1636.4168377763503,12.0,33.79317984155311,6.2705800105684855,6.512049794041844,317.56049004235933,3.490622755537842,0.9253292515496864,0.0,0.0,0.8690770034640087,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-101,neg_plant_cluster_10,560.9835457322259,67.0,17.23045606543923,20.59520448563393,5.566111486215329,329.0469548532414,2.3749279611531566,0.9066588921160254,0.0,0.0,0.9173129626584664,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-102,neg_plant_cluster_11,1809.8886501617783,12.0,28.041356117545327,12.972354364456608,8.103658905249912,328.22288240814686,1.7022891826259778,0.9339460496962326,0.0,0.0,0.7810480491861425,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-103,neg_plant_cluster_12,836.6275131886507,12.0,6.340604277920566,19.57141685644392,4.448376893444342,341.9229122945665,2.0797353999778814,0.970112465722918,0.0,0.0,0.945786287123192,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-104,neg_plant_cluster_13,2415.4932626957693,67.0,24.42664219921469,3.596111835076637,3.718596348027767,321.93224389764214,2.515678230796185,0.8529565806631546,0.0,0.0,0.7708217163969148,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-105,neg_plant_cluster_14,2319.7986048956545,67.0,31.51127495791859,15.247874865234056,10.951789896502346,339.1594490207372,3.4661863458663285,0.9404796103265468,0.0,0.0,0.9113700297925172,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-106,neg_plant_cluster_0,2710.3583645316994,83.0,24.71063923369003,7.509654499148061,4.7506420887846925,341.8900745556336,0.5390057705322081,0.8628262796281702,0.0,0.0,0.7915772510292054,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-107,neg_plant_cluster_1,463.6772892971673,12.0,31.169766352134108,17.14436239951357,10.707218959508388,342.3187201062091,2.374283813129753,0.9003798785724753,0.0,0.0,0.915021466284532,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-108,neg_plant_cluster_2,1271.3421092682172,67.0,12.309972865509163,16.731275972680947,6.436468956772986,331.5614154255594,1.80837958740595,0.8941698639312876,0.0,0.0,0.9396906613924312,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-109,neg_plant_cluster_3,2232.653905983426,83.0,7.541375703532301,15.44708563926433,14.787826027505153,329.13196358081444,1.0463214164647496,0.922716755072552,0.0,0.0,0.8524915311763843,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-110,neg_plant_cluster_4,2180.0486661487976,45.0,23.637824814610564,8.67352907953045,2.5206630740559497,340.04790710397896,3.4532065421106566,0.9288535273454028,0.0,0.0,0.7843358571696607,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-111,neg_plant_cluster_5,1053.5375836464857,67.0,29.50010015326189,14.652556930411784,12.318289211835628,329.9427226053302,0.7015261997471303,0.9107872132041532,0.0,0.0,0.8494929787959781,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-112,neg_plant_cluster_6,2128.4861959175096,12.0,4.340870688412895,6.01148386151376,13.550270306797524,341.21670232687546,2.292239306510925,0.940077529065048,0.0,0.0,0.8830073349092511,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-113,neg_plant_cluster_7,820.891068696279,12.0,29.98131585852717,11.896393034078535,11.678214967431922,327.66108178652064,1.5616141296837482,0.993794076596983,0.0,0.0,0.7868741841357927,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-114,neg_plant_cluster_8,616.8087053862589,67.0,11.60582240012095,11.564503508923485,4.686059183175148,325.67018149394846,2.6571377155527367,0.8945682573434762,0.0,0.0,0.8632809280593794,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-115,neg_plant_cluster_9,1542.5209652778392,67.0,33.57669503272862,5.970028103266553,7.514446658019985,323.09733667176585,2.1195283367245805,0.8743020816837377,0.0,0.0,0.9183059320620086,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-116,neg_plant_cluster_10,2431.378838354937,67.0,22.502128316423565,10.353365597973138,11.678226954314418,318.1979475940132,0.7254133452074263,0.9592283134305404,0.0,0.0,0.8490982632412397,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-117,neg_plant_cluster_11,2052.165751426566,45.0,18.250126895595063,4.670535028131686,1.6275974891448777,315.07018171877337,3.4030981646212592,0.8507880727837577,0.0,0.0,0.770618749202749,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-118,neg_plant_cluster_12,1155.031736342586,67.0,32.436720839329524,6.010009880217151,14.278441630401636,328.3801731887387,1.055398786515859,0.9312851421067536,0.0,0.0,0.9245891671752816,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-119,neg_plant_cluster_13,2157.339727382947,12.0,27.530111211704344,18.93027324400905,9.73985790694756,344.4173040053996,3.210091437908075,0.9469997378675744,0.0,0.0,0.8886350422913849,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-AGRI-120,neg_plant_cluster_14,523.829935980904,45.0,5.222231152423683,18.522653795345143,13.916100602527154,320.41726035382,2.2038356916578885,0.9873232446382064,0.0,0.0,0.7567891957171597,0.05,0.1,0.0,AGRI_BURN,Tier_B_HardNegative,hard_neg_cropland_adjacent_to_refinery
HARD-NEG-URBAN-001,urban_grid_0,33804.54988813308,0.0,3.7301175552941306,7.023696030872141,3.8871271561449343,323.8853297822687,4.319499516602246,0.658612795296794,0.0,2.2757184251807807,0.05,0.05,0.8783651864106753,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-002,urban_grid_1,31848.22607315542,0.0,6.376255128324211,3.4975926715810264,2.2866410566137048,314.6212376768817,7.194988495662967,0.55907953979047,1.0,3.623833857643808,0.05,0.05,0.8098034511198414,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-003,urban_grid_2,19665.74249973258,0.0,5.546184692815029,6.18155593848547,1.3431347614350728,317.51782752874016,7.20184423765331,0.5847589564546913,1.0,2.0875304201394607,0.05,0.05,0.8692914275863382,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-004,urban_grid_3,44642.62859364575,0.0,1.5017814268191343,2.368479330333352,1.5974591706869306,323.65179818850504,1.4902079402322972,0.4028456300885494,0.0,3.8359414446556346,0.05,0.05,0.8602896370413864,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-005,urban_grid_4,25755.397951244628,0.0,6.206290974137776,6.704165819373934,3.937925529877251,320.36546827729035,3.924367475171336,0.526407100683121,0.0,3.6613590359232258,0.05,0.05,0.8005019543064469,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-006,urban_grid_5,25290.498361893144,0.0,3.7275215734116167,6.572777476658978,2.8906579294135435,316.7821706894179,2.940859519877415,0.6731017306172602,0.0,2.138865668679312,0.05,0.05,0.8576489970739523,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-007,urban_grid_6,33146.94945964358,0.0,3.1369041589879814,7.18475545888642,3.166745556220653,306.7882200462452,3.9230654304944985,0.6637354922686494,1.0,3.00399223221099,0.05,0.05,0.9355585950762906,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-008,urban_grid_7,44599.84166309428,0.0,7.0751461717021815,1.6094143797422322,1.6661629220594012,321.7565147056649,2.613984370635133,0.6491927553251873,1.0,1.153349058588793,0.05,0.05,0.8264792048008263,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-009,urban_grid_8,16157.989735596488,0.0,2.898286966081909,6.111382183470546,1.465488510750247,306.1568535312679,7.78371841098568,0.6651357654890278,0.0,2.986370362151705,0.05,0.05,0.8787547251290402,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-010,urban_grid_9,17628.63461420651,0.0,5.364359432360445,4.294473947472347,3.9857095256462247,322.9487229609241,4.243665237509339,0.5868812148805356,0.0,2.684872114467068,0.05,0.05,0.8889409902262555,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-011,urban_grid_0,29463.189689999013,0.0,2.1861512804831618,6.728003434571396,1.1358401660959536,307.5902984256561,7.221236559082841,0.6866954494689259,1.0,0.1771118420927253,0.05,0.05,0.8493577048054807,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-012,urban_grid_1,42468.81106780263,0.0,7.014094908925896,2.9727630516384185,1.0853314664474518,305.1016427963605,5.870000049948251,0.414635074501952,1.0,0.4052310795382396,0.05,0.05,0.8330274802924718,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-013,urban_grid_2,33280.57425540505,0.0,2.0709814461772518,6.562603558507242,2.0310714553545,314.6117315465329,5.146854492616623,0.6474042897775447,1.0,3.310560050532823,0.05,0.05,0.8815668361996098,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-014,urban_grid_3,39986.23657137189,0.0,7.004324392152763,4.483939966736614,3.485827135801033,309.9057106451067,2.101384617917682,0.4481200315990216,0.0,4.18506664181836,0.05,0.05,0.9046207192503926,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-015,urban_grid_4,33165.20855513112,0.0,6.139585336613882,5.94211482921314,0.7185599106429874,322.6174151839785,7.102904694216624,0.4087741849103677,0.0,0.0257258537735738,0.05,0.05,0.922992037611215,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-016,urban_grid_5,16459.13097642217,0.0,8.315259819520259,1.2070567023246896,2.2691087666550525,320.1327160756987,2.810818314885356,0.4579398593761879,0.0,3.084634591878711,0.05,0.05,0.9471779267041136,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-017,urban_grid_6,31377.10049961673,0.0,3.4485268579811983,5.194235929527552,2.2059429808918365,320.5969079030229,1.7488644717887087,0.6283083707506084,1.0,2.1612039194625616,0.05,0.05,0.9260182254111828,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-018,urban_grid_7,22509.594823472275,0.0,2.8462299256787507,5.948302654518271,3.1763472292959025,308.4750695061513,6.395978759786929,0.6841893664769014,1.0,3.540860443226408,0.05,0.05,0.8101025902203158,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-019,urban_grid_8,29540.30702652211,0.0,4.094122927147176,5.111767761935106,0.2783939318688001,322.4307361230475,7.814422784241779,0.6906633565857074,1.0,3.237868217009538,0.05,0.05,0.8891593788842818,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-020,urban_grid_9,22193.65363500801,0.0,1.992196084305097,6.375531568666879,1.550150764031026,321.3757128671419,2.7675612478186755,0.40030884395369,1.0,1.3681333314083295,0.05,0.05,0.9495686750236566,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-021,urban_grid_0,23768.708182731,0.0,4.885402682472567,2.230830073507516,3.1997572401247245,318.8736445156298,2.5453872895213228,0.4247143136847528,1.0,1.1502684151571696,0.05,0.05,0.8197002689614068,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-022,urban_grid_1,40118.00993369483,0.0,8.724274900800989,1.3972045766093522,2.9519532611973736,323.1904902189564,7.00152064464749,0.6893561416810625,0.0,1.3710760117433505,0.05,0.05,0.9475966471939742,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-023,urban_grid_2,23145.358233656592,0.0,8.205744027593507,2.648714017113843,0.9311083456978247,305.62268165769024,5.561667777631195,0.5105579031171283,0.0,2.357662300512564,0.05,0.05,0.8814849208684937,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-024,urban_grid_3,13892.092316332786,0.0,3.0277593695720566,1.7743362895590074,0.6992663488283394,314.0738726921056,4.712480756097793,0.4053585677434958,0.0,0.6562243884119379,0.05,0.05,0.8048789269236878,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-025,urban_grid_4,42071.37036918041,0.0,6.124877358905535,6.218184933149911,1.9779371708989453,307.3461637792479,1.8763005454178527,0.6056695861686914,1.0,2.792063362915989,0.05,0.05,0.8338310213665603,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-026,urban_grid_5,13950.542355893032,0.0,6.386396001016985,3.2533304228980717,2.4020293616539274,313.6649349794331,7.890459851820328,0.4448741928002697,0.0,0.3622344389727944,0.05,0.05,0.8588740334610028,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-027,urban_grid_6,25757.73688453357,0.0,6.000154110894778,3.0374742458686104,2.810429355893516,322.2024479437841,6.458956922253448,0.4118856476045072,1.0,3.7458081955064153,0.05,0.05,0.8218883111052718,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-028,urban_grid_7,11803.318966228631,0.0,5.781783763831232,1.315716112725402,1.981189888051207,309.2069915983774,3.422115973513877,0.6327414207378868,1.0,1.632306541219959,0.05,0.05,0.8776567465077068,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-029,urban_grid_8,11251.060468358834,0.0,4.129701984068856,1.4091795853856093,0.4064561389045809,312.9384655240319,1.9290102783014225,0.5702622544784675,1.0,3.4659697041134048,0.05,0.05,0.92321610920148,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-030,urban_grid_9,9523.789325333051,0.0,6.527890937658092,7.19476483843856,0.5844578702394314,322.9244260537008,5.163436461638552,0.5849813745587422,0.0,2.7064816765053523,0.05,0.05,0.9063590779176376,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-031,urban_grid_0,40225.857578605166,0.0,6.855651990993208,6.250886923339689,1.4238557509169436,321.2965022749302,1.560803924692726,0.6684449968181583,1.0,2.9873793131596504,0.05,0.05,0.9175748830128292,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-032,urban_grid_1,25793.44176361244,0.0,1.8056557956935455,2.2331967302338325,1.8105681443092,319.49653119748115,5.152950538171251,0.5950882557620362,0.0,4.3589178329610085,0.05,0.05,0.8328820981037066,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-033,urban_grid_2,44107.01446530786,0.0,4.026718438283302,2.3473428688388056,3.179824177855669,318.1741555100175,4.487370015171972,0.5666090652812894,1.0,3.2663150961866503,0.05,0.05,0.8498471938032663,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-034,urban_grid_3,28071.7095216166,0.0,5.1995763508784965,1.713616884180288,1.672719308382944,309.4112224984465,3.9287985206735687,0.4610734841026728,0.0,2.313114783696581,0.05,0.05,0.930240875811257,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-035,urban_grid_4,34905.2555813534,0.0,7.070298908999858,3.8806080070228735,1.4491464709331554,312.42077525969205,7.913546946152405,0.4120327574237448,0.0,2.5699793390436247,0.05,0.05,0.8882087567135118,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-036,urban_grid_5,9087.59449299077,0.0,4.466363773867615,5.01898889543538,2.431121904497871,320.8591218921126,5.58506537182476,0.6976399949022016,1.0,4.561816728083455,0.05,0.05,0.83159932835085,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-037,urban_grid_6,31049.763591848863,0.0,6.236701650693904,5.81861204121627,0.6131139719963132,319.3164992936417,7.363227644659487,0.4539049326610726,1.0,1.864243185944672,0.05,0.05,0.8768922807808708,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-038,urban_grid_7,23282.15346196479,0.0,2.0184958963996458,3.954141949546007,0.4798342309588534,313.10041598160643,5.150428798822473,0.5738244698030502,1.0,2.9647542571746373,0.05,0.05,0.8245285808877535,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-039,urban_grid_8,22470.016856115144,0.0,8.770592417514656,2.826240626017104,2.66127299171104,311.5038012844939,6.414311879806204,0.439262098215505,0.0,1.185139285541681,0.05,0.05,0.8352011057392327,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-040,urban_grid_9,40697.25777744784,0.0,4.815182803371432,3.284602986831783,1.850232537942472,318.3878080291872,2.020295977713262,0.5348301505641213,1.0,3.0857249330201504,0.05,0.05,0.9060165825328168,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-041,urban_grid_0,14180.550592335145,0.0,2.7571441221623827,1.4310299896813206,2.971967858755998,318.27609055243613,4.322416130248698,0.6532511346907591,1.0,2.231843232562928,0.05,0.05,0.9296324266511252,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-042,urban_grid_1,28651.189234972928,0.0,5.549293796266594,1.4153829254166963,3.94810262339293,307.45941617059253,2.6179163869935262,0.4155090511724581,0.0,0.610549570050134,0.05,0.05,0.8678298542425154,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-043,urban_grid_2,42553.375648532485,0.0,3.871170787325629,4.395579294736872,0.2621341502965292,307.96686401924177,7.906410860711929,0.6895356089308136,0.0,0.0868989509273981,0.05,0.05,0.8484695985605418,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-044,urban_grid_3,44004.61667860282,0.0,5.8508417227160106,2.801614853354208,2.134747181881232,311.8530697624184,4.725714921784094,0.4377224535419947,1.0,1.5396497079559546,0.05,0.05,0.905702114410497,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-045,urban_grid_4,15468.57772854909,0.0,6.55074324993688,7.310445890475804,0.4662127915787317,318.4520423645025,4.106251535131998,0.6604426763132516,1.0,1.2765326236421592,0.05,0.05,0.899244852555672,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-046,urban_grid_5,44209.35763381962,0.0,4.307225753548445,1.310350742430992,1.0521744326472595,321.6175438268341,7.052261851685257,0.6305558093571373,0.0,4.654743477534889,0.05,0.05,0.9034290126547342,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-047,urban_grid_6,33030.99527375812,0.0,3.117563642982879,5.350978462465741,1.6360711820512182,318.0246595408298,1.746151212155935,0.5973535913809108,1.0,3.024769613452704,0.05,0.05,0.847716733042718,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-048,urban_grid_7,40058.23069852288,0.0,8.950027030189712,5.940294904478107,0.4528786116194979,310.77371191061275,1.7637674223602482,0.5951534943375147,1.0,1.6351658078161937,0.05,0.05,0.9001390078345377,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-049,urban_grid_8,37890.29985182657,0.0,7.217138510824618,6.226225987809397,1.7987749277704388,321.3566843235004,1.841463387594259,0.5633467293882548,0.0,1.6419061394254053,0.05,0.05,0.8945313122493717,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-050,urban_grid_9,30563.7768034517,0.0,5.725791955113441,3.596644136666625,2.2391489144407597,316.92970949970845,4.819808219468314,0.5333258358253604,1.0,0.3659796188422182,0.05,0.05,0.8905172890072067,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
HARD-NEG-URBAN-051,urban_grid_0,32723.8735465356,0.0,6.146177595072109,4.120012475943605,1.5811645426989964,322.2666729914365,4.633572495953526,0.5437545632889192,0.0,4.068831441597932,0.05,0.05,0.8163377512770098,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_commercial_heat
